#SampleID	BarcodeSequence	LinkerPrimerSequence	lowry_sample_ID	orig_lowry_sample_id	sampling_date	reactor	noodle	quarter	1-4-Dioxane_sed_tank_ug_per_L	1-4-Dioxane_sed_tank_sampling_date	Tetrahydrofuran_sed_tank_ug_per_L	Tetrahydrofuran_sed_tank_sampling_date	total_N_sed_tank_ug_per_L	total_N_sed_tank_sampling_date	1-2-Dichloroethane_sed_tank_ug_per_L	1-2-Dichloroethane_sed_tank_sampling_date
CM447			11-27-19_R3_N005_B	11-27-19:R3:N005:B	2019-11-27	R3	2019-11-27_R3_N005	B	17000.0	2019-11-26	23000.0	2019-11-26	320.0	2019-11-26	2500.0	2019-11-26
CM448			11-27-19_R3_N005_C	11-27-19:R3:N005:C	2019-11-27	R3	2019-11-27_R3_N005	C	17000.0	2019-11-26	23000.0	2019-11-26	320.0	2019-11-26	2500.0	2019-11-26
CM449			11-27-19_R3_N005_D	11-27-19:R3:N005:D	2019-11-27	R3	2019-11-27_R3_N005	D	17000.0	2019-11-26	23000.0	2019-11-26	320.0	2019-11-26	2500.0	2019-11-26
CM450			11-27-19_R3_N006_A	11-27-19:R3:N006:A	2019-11-27	R3	2019-11-27_R3_N006	A	17000.0	2019-11-26	23000.0	2019-11-26	320.0	2019-11-26	2500.0	2019-11-26
CM451			11-27-19_R3_N006_B	11-27-19:R3:N006:B	2019-11-27	R3	2019-11-27_R3_N006	B	17000.0	2019-11-26	23000.0	2019-11-26	320.0	2019-11-26	2500.0	2019-11-26
CM452			11-27-19_R3_N006_C	11-27-19:R3:N006:C	2019-11-27	R3	2019-11-27_R3_N006	C	17000.0	2019-11-26	23000.0	2019-11-26	320.0	2019-11-26	2500.0	2019-11-26
CM453			11-27-19_R3_N006_D	11-27-19:R3:N006:D	2019-11-27	R3	2019-11-27_R3_N006	D	17000.0	2019-11-26	23000.0	2019-11-26	320.0	2019-11-26	2500.0	2019-11-26
CM454			11-27-19_R3_N003_C	11-27-29:R3:N003:C	2019-11-27	R3	2019-11-27_R3_N003	C	17000.0	2019-11-26	23000.0	2019-11-26	320.0	2019-11-26	2500.0	2019-11-26
CM455			12-03-19_R1_N001_A	12-03-19:R1:N001:A	2019-12-03	R1	2019-12-03_R1_N001	A	18000.0	2019-12-03	27000.0	2019-12-03	200.0	2019-12-03	1800.0	2019-12-03
CM456			12-03-19_R1_N001_B	12-03-19:R1:N001:B	2019-12-03	R1	2019-12-03_R1_N001	B	18000.0	2019-12-03	27000.0	2019-12-03	200.0	2019-12-03	1800.0	2019-12-03
CM457			12-03-19_R1_N001_C	12-03-19:R1:N001:C	2019-12-03	R1	2019-12-03_R1_N001	C	18000.0	2019-12-03	27000.0	2019-12-03	200.0	2019-12-03	1800.0	2019-12-03
CM458			12-03-19_R1_N001_D	12-03-19:R1:N001:D	2019-12-03	R1	2019-12-03_R1_N001	D	18000.0	2019-12-03	27000.0	2019-12-03	200.0	2019-12-03	1800.0	2019-12-03
CM459			12-03-19_R1_N002_A	12-03-19:R1:N002:A	2019-12-03	R1	2019-12-03_R1_N002	A	18000.0	2019-12-03	27000.0	2019-12-03	200.0	2019-12-03	1800.0	2019-12-03
CM460			12-03-19_R1_N002_B	12-03-19:R1:N002:B	2019-12-03	R1	2019-12-03_R1_N002	B	18000.0	2019-12-03	27000.0	2019-12-03	200.0	2019-12-03	1800.0	2019-12-03
CM461			12-03-19_R1_N002_C	12-03-19:R1:N002:C	2019-12-03	R1	2019-12-03_R1_N002	C	18000.0	2019-12-03	27000.0	2019-12-03	200.0	2019-12-03	1800.0	2019-12-03
CM462			12-03-19_R1_N002_D	12-03-19:R1:N002:D	2019-12-03	R1	2019-12-03_R1_N002	D	18000.0	2019-12-03	27000.0	2019-12-03	200.0	2019-12-03	1800.0	2019-12-03
CM463			12-03-19_R1_N003_A	12-03-19:R1:N003:A	2019-12-03	R1	2019-12-03_R1_N003	A	18000.0	2019-12-03	27000.0	2019-12-03	200.0	2019-12-03	1800.0	2019-12-03
CM464			12-03-19_R1_N003_B	12-03-19:R1:N003:B	2019-12-03	R1	2019-12-03_R1_N003	B	18000.0	2019-12-03	27000.0	2019-12-03	200.0	2019-12-03	1800.0	2019-12-03
CM465			12-03-19_R1_N003_C	12-03-19:R1:N003:C	2019-12-03	R1	2019-12-03_R1_N003	C	18000.0	2019-12-03	27000.0	2019-12-03	200.0	2019-12-03	1800.0	2019-12-03
CM466			12-03-19_R1_N003_D	12-03-19:R1:N003:D	2019-12-03	R1	2019-12-03_R1_N003	D	18000.0	2019-12-03	27000.0	2019-12-03	200.0	2019-12-03	1800.0	2019-12-03
CM467			12-03-19_R1_N004_A	12-03-19:R1:N004:A	2019-12-03	R1	2019-12-03_R1_N004	A	18000.0	2019-12-03	27000.0	2019-12-03	200.0	2019-12-03	1800.0	2019-12-03
CM468			12-03-19_R1_N004_B	12-03-19:R1:N004:B	2019-12-03	R1	2019-12-03_R1_N004	B	18000.0	2019-12-03	27000.0	2019-12-03	200.0	2019-12-03	1800.0	2019-12-03
CM469			12-03-19_R1_N004_C	12-03-19:R1:N004:C	2019-12-03	R1	2019-12-03_R1_N004	C	18000.0	2019-12-03	27000.0	2019-12-03	200.0	2019-12-03	1800.0	2019-12-03
CM470			12-03-19_R1_N004_D	12-03-19:R1:N004:D	2019-12-03	R1	2019-12-03_R1_N004	D	18000.0	2019-12-03	27000.0	2019-12-03	200.0	2019-12-03	1800.0	2019-12-03
CM471			12-03-19_R1_N005_A	12-03-19:R1:N005:A	2019-12-03	R1	2019-12-03_R1_N005	A	18000.0	2019-12-03	27000.0	2019-12-03	200.0	2019-12-03	1800.0	2019-12-03
CM472			12-03-19_R1_N005_C	12-03-19:R1:N005:C	2019-12-03	R1	2019-12-03_R1_N005	C	18000.0	2019-12-03	27000.0	2019-12-03	200.0	2019-12-03	1800.0	2019-12-03
CM473			12-03-19_R1_N006_A	12-03-19:R1:N006:A	2019-12-03	R1	2019-12-03_R1_N006	A	18000.0	2019-12-03	27000.0	2019-12-03	200.0	2019-12-03	1800.0	2019-12-03
CM474			12-03-19_R1_N006_B	12-03-19:R1:N006:B	2019-12-03	R1	2019-12-03_R1_N006	B	18000.0	2019-12-03	27000.0	2019-12-03	200.0	2019-12-03	1800.0	2019-12-03
CM475			12-03-19_R1_N006_C	12-03-19:R1:N006:C	2019-12-03	R1	2019-12-03_R1_N006	C	18000.0	2019-12-03	27000.0	2019-12-03	200.0	2019-12-03	1800.0	2019-12-03
CM476			12-03-19_R1_N006_D	12-03-19:R1:N006:D	2019-12-03	R1	2019-12-03_R1_N006	D	18000.0	2019-12-03	27000.0	2019-12-03	200.0	2019-12-03	1800.0	2019-12-03
CM477			12-03-19_R2_N001_A	12-03-19:R2:N001:A	2019-12-03	R2	2019-12-03_R2_N001	A	18000.0	2019-12-03	27000.0	2019-12-03	200.0	2019-12-03	1800.0	2019-12-03
CM478			12-03-19_R2_N001_B	12-03-19:R2:N001:B	2019-12-03	R2	2019-12-03_R2_N001	B	18000.0	2019-12-03	27000.0	2019-12-03	200.0	2019-12-03	1800.0	2019-12-03
CM479			12-03-19_R2_N001_C	12-03-19:R2:N001:C	2019-12-03	R2	2019-12-03_R2_N001	C	18000.0	2019-12-03	27000.0	2019-12-03	200.0	2019-12-03	1800.0	2019-12-03
CM480			12-03-19_R2_N001_D	12-03-19:R2:N001:D	2019-12-03	R2	2019-12-03_R2_N001	D	18000.0	2019-12-03	27000.0	2019-12-03	200.0	2019-12-03	1800.0	2019-12-03
CM481			12-03-19_R2_N002_A	12-03-19:R2:N002:A	2019-12-03	R2	2019-12-03_R2_N002	A	18000.0	2019-12-03	27000.0	2019-12-03	200.0	2019-12-03	1800.0	2019-12-03
CM482			12-03-19_R2_N002_B	12-03-19:R2:N002:B	2019-12-03	R2	2019-12-03_R2_N002	B	18000.0	2019-12-03	27000.0	2019-12-03	200.0	2019-12-03	1800.0	2019-12-03
CM483			12-03-19_R2_N002_C	12-03-19:R2:N002:C	2019-12-03	R2	2019-12-03_R2_N002	C	18000.0	2019-12-03	27000.0	2019-12-03	200.0	2019-12-03	1800.0	2019-12-03
CM484			12-03-19_R2_N002_D	12-03-19:R2:N002:D	2019-12-03	R2	2019-12-03_R2_N002	D	18000.0	2019-12-03	27000.0	2019-12-03	200.0	2019-12-03	1800.0	2019-12-03
CM485			12-03-19_R2_N003_A	12-03-19:R2:N003:A	2019-12-03	R2	2019-12-03_R2_N003	A	18000.0	2019-12-03	27000.0	2019-12-03	200.0	2019-12-03	1800.0	2019-12-03
CM486			12-03-19_R2_N003_B	12-03-19:R2:N003:B	2019-12-03	R2	2019-12-03_R2_N003	B	18000.0	2019-12-03	27000.0	2019-12-03	200.0	2019-12-03	1800.0	2019-12-03
CM487			12-03-19_R2_N003_C	12-03-19:R2:N003:C	2019-12-03	R2	2019-12-03_R2_N003	C	18000.0	2019-12-03	27000.0	2019-12-03	200.0	2019-12-03	1800.0	2019-12-03
CM488			12-03-19_R2_N003_D	12-03-19:R2:N003:D	2019-12-03	R2	2019-12-03_R2_N003	D	18000.0	2019-12-03	27000.0	2019-12-03	200.0	2019-12-03	1800.0	2019-12-03
CM489			12-03-19_R2_N004_A	12-03-19:R2:N004:A	2019-12-03	R2	2019-12-03_R2_N004	A	18000.0	2019-12-03	27000.0	2019-12-03	200.0	2019-12-03	1800.0	2019-12-03
CM490			12-03-19_R2_N004_B	12-03-19:R2:N004:B	2019-12-03	R2	2019-12-03_R2_N004	B	18000.0	2019-12-03	27000.0	2019-12-03	200.0	2019-12-03	1800.0	2019-12-03
CM491			12-03-19_R2_N004_C	12-03-19:R2:N004:C	2019-12-03	R2	2019-12-03_R2_N004	C	18000.0	2019-12-03	27000.0	2019-12-03	200.0	2019-12-03	1800.0	2019-12-03
CM492			12-03-19_R2_N004_D	12-03-19:R2:N004:D	2019-12-03	R2	2019-12-03_R2_N004	D	18000.0	2019-12-03	27000.0	2019-12-03	200.0	2019-12-03	1800.0	2019-12-03
CM493			12-03-19_R2_N005_A	12-03-19:R2:N005:A	2019-12-03	R2	2019-12-03_R2_N005	A	18000.0	2019-12-03	27000.0	2019-12-03	200.0	2019-12-03	1800.0	2019-12-03
CM494			12-03-19_R2_N005_B	12-03-19:R2:N005:B	2019-12-03	R2	2019-12-03_R2_N005	B	18000.0	2019-12-03	27000.0	2019-12-03	200.0	2019-12-03	1800.0	2019-12-03
CM495			12-03-19_R2_N005_C	12-03-19:R2:N005:C	2019-12-03	R2	2019-12-03_R2_N005	C	18000.0	2019-12-03	27000.0	2019-12-03	200.0	2019-12-03	1800.0	2019-12-03
CM496			12-03-19_R2_N005_D	12-03-19:R2:N005:D	2019-12-03	R2	2019-12-03_R2_N005	D	18000.0	2019-12-03	27000.0	2019-12-03	200.0	2019-12-03	1800.0	2019-12-03
CM497			12-03-19_R2_N006_A	12-03-19:R2:N006:A	2019-12-03	R2	2019-12-03_R2_N006	A	18000.0	2019-12-03	27000.0	2019-12-03	200.0	2019-12-03	1800.0	2019-12-03
CM498			12-03-19_R2_N006_B	12-03-19:R2:N006:B	2019-12-03	R2	2019-12-03_R2_N006	B	18000.0	2019-12-03	27000.0	2019-12-03	200.0	2019-12-03	1800.0	2019-12-03
CM499			12-03-19_R2_N006_C	12-03-19:R2:N006:C	2019-12-03	R2	2019-12-03_R2_N006	C	18000.0	2019-12-03	27000.0	2019-12-03	200.0	2019-12-03	1800.0	2019-12-03
CM500			12-03-19_R2_N006_D	12-03-19:R2:N006:D	2019-12-03	R2	2019-12-03_R2_N006	D	18000.0	2019-12-03	27000.0	2019-12-03	200.0	2019-12-03	1800.0	2019-12-03
CM501			12-03-19_R3_N001_A	12-03-19:R3:N001:A	2019-12-03	R3	2019-12-03_R3_N001	A	18000.0	2019-12-03	27000.0	2019-12-03	200.0	2019-12-03	1800.0	2019-12-03
CM502			12-03-19_R3_N001_B	12-03-19:R3:N001:B	2019-12-03	R3	2019-12-03_R3_N001	B	18000.0	2019-12-03	27000.0	2019-12-03	200.0	2019-12-03	1800.0	2019-12-03
CM503			12-03-19_R3_N001_C	12-03-19:R3:N001:C	2019-12-03	R3	2019-12-03_R3_N001	C	18000.0	2019-12-03	27000.0	2019-12-03	200.0	2019-12-03	1800.0	2019-12-03
CM504			12-03-19_R3_N001_D	12-03-19:R3:N001:D	2019-12-03	R3	2019-12-03_R3_N001	D	18000.0	2019-12-03	27000.0	2019-12-03	200.0	2019-12-03	1800.0	2019-12-03
CM505			12-03-19_R3_N002_A	12-03-19:R3:N002:A	2019-12-03	R3	2019-12-03_R3_N002	A	18000.0	2019-12-03	27000.0	2019-12-03	200.0	2019-12-03	1800.0	2019-12-03
CM506			12-03-19_R3_N002_B	12-03-19:R3:N002:B	2019-12-03	R3	2019-12-03_R3_N002	B	18000.0	2019-12-03	27000.0	2019-12-03	200.0	2019-12-03	1800.0	2019-12-03
CM507			12-03-19_R3_N002_C	12-03-19:R3:N002:C	2019-12-03	R3	2019-12-03_R3_N002	C	18000.0	2019-12-03	27000.0	2019-12-03	200.0	2019-12-03	1800.0	2019-12-03
CM508			12-03-19_R3_N002_D	12-03-19:R3:N002:D	2019-12-03	R3	2019-12-03_R3_N002	D	18000.0	2019-12-03	27000.0	2019-12-03	200.0	2019-12-03	1800.0	2019-12-03
CM509			12-03-19_R3_N003_A	12-03-19:R3:N003:A	2019-12-03	R3	2019-12-03_R3_N003	A	18000.0	2019-12-03	27000.0	2019-12-03	200.0	2019-12-03	1800.0	2019-12-03
CM510			12-03-19_R3_N003_A	12-03-19:R3:N003:A	2019-12-03	R3	2019-12-03_R3_N003	A	18000.0	2019-12-03	27000.0	2019-12-03	200.0	2019-12-03	1800.0	2019-12-03
CM511			12-03-19_R3_N003_B	12-03-19:R3:N003:B	2019-12-03	R3	2019-12-03_R3_N003	B	18000.0	2019-12-03	27000.0	2019-12-03	200.0	2019-12-03	1800.0	2019-12-03
CM512			12-03-19_R3_N003_C	12-03-19:R3:N003:C	2019-12-03	R3	2019-12-03_R3_N003	C	18000.0	2019-12-03	27000.0	2019-12-03	200.0	2019-12-03	1800.0	2019-12-03
CM513			12-03-19_R3_N003_D	12-03-19:R3:N003:D	2019-12-03	R3	2019-12-03_R3_N003	D	18000.0	2019-12-03	27000.0	2019-12-03	200.0	2019-12-03	1800.0	2019-12-03
CM514			12-03-19_R3_N004_A	12-03-19:R3:N004:A	2019-12-03	R3	2019-12-03_R3_N004	A	18000.0	2019-12-03	27000.0	2019-12-03	200.0	2019-12-03	1800.0	2019-12-03
CM515			12-03-19_R3_N004_B	12-03-19:R3:N004:B	2019-12-03	R3	2019-12-03_R3_N004	B	18000.0	2019-12-03	27000.0	2019-12-03	200.0	2019-12-03	1800.0	2019-12-03
CM516			12-03-19_R3_N004_C	12-03-19:R3:N004:C	2019-12-03	R3	2019-12-03_R3_N004	C	18000.0	2019-12-03	27000.0	2019-12-03	200.0	2019-12-03	1800.0	2019-12-03
CM517			12-03-19_R3_N004_D	12-03-19:R3:N004:D	2019-12-03	R3	2019-12-03_R3_N004	D	18000.0	2019-12-03	27000.0	2019-12-03	200.0	2019-12-03	1800.0	2019-12-03
CM518			12-03-19_R3_N005_A	12-03-19:R3:N005:A	2019-12-03	R3	2019-12-03_R3_N005	A	18000.0	2019-12-03	27000.0	2019-12-03	200.0	2019-12-03	1800.0	2019-12-03
CM519			12-03-19_R3_N005_B	12-03-19:R3:N005:B	2019-12-03	R3	2019-12-03_R3_N005	B	18000.0	2019-12-03	27000.0	2019-12-03	200.0	2019-12-03	1800.0	2019-12-03
CM520			12-03-19_R3_N005_C	12-03-19:R3:N005:C	2019-12-03	R3	2019-12-03_R3_N005	C	18000.0	2019-12-03	27000.0	2019-12-03	200.0	2019-12-03	1800.0	2019-12-03
CM521			12-03-19_R3_N005_D	12-03-19:R3:N005:D	2019-12-03	R3	2019-12-03_R3_N005	D	18000.0	2019-12-03	27000.0	2019-12-03	200.0	2019-12-03	1800.0	2019-12-03
CM522			12-03-19_R3_N006_A	12-03-19:R3:N006:A	2019-12-03	R3	2019-12-03_R3_N006	A	18000.0	2019-12-03	27000.0	2019-12-03	200.0	2019-12-03	1800.0	2019-12-03
CM523			12-03-19_R3_N006_B	12-03-19:R3:N006:B	2019-12-03	R3	2019-12-03_R3_N006	B	18000.0	2019-12-03	27000.0	2019-12-03	200.0	2019-12-03	1800.0	2019-12-03
CM524			12-03-19_R3_N006_C	12-03-19:R3:N006:C	2019-12-03	R3	2019-12-03_R3_N006	C	18000.0	2019-12-03	27000.0	2019-12-03	200.0	2019-12-03	1800.0	2019-12-03
CM525			12-03-19_R3_N006_D	12-03-19:R3:N006:D	2019-12-03	R3	2019-12-03_R3_N006	D	18000.0	2019-12-03	27000.0	2019-12-03	200.0	2019-12-03	1800.0	2019-12-03
CM526			12-10-19_R1_N001_A	12-10-19:R1:N001:A	2019-12-10	R1	2019-12-10_R1_N001	A	17000.0	2019-12-10	14000.0	2019-12-10	100.0	2019-12-10	7100.0	2019-12-10
CM527			12-10-19_R1_N001_B	12-10-19:R1:N001:B	2019-12-10	R1	2019-12-10_R1_N001	B	17000.0	2019-12-10	14000.0	2019-12-10	100.0	2019-12-10	7100.0	2019-12-10
CM528			12-10-19_R1_N001_C	12-10-19:R1:N001:C	2019-12-10	R1	2019-12-10_R1_N001	C	17000.0	2019-12-10	14000.0	2019-12-10	100.0	2019-12-10	7100.0	2019-12-10
CM529			12-10-19_R1_N001_D	12-10-19:R1:N001:D	2019-12-10	R1	2019-12-10_R1_N001	D	17000.0	2019-12-10	14000.0	2019-12-10	100.0	2019-12-10	7100.0	2019-12-10
CM530			12-10-19_R1_N002_A	12-10-19:R1:N002:A	2019-12-10	R1	2019-12-10_R1_N002	A	17000.0	2019-12-10	14000.0	2019-12-10	100.0	2019-12-10	7100.0	2019-12-10
CM531			12-10-19_R1_N002_B	12-10-19:R1:N002:B	2019-12-10	R1	2019-12-10_R1_N002	B	17000.0	2019-12-10	14000.0	2019-12-10	100.0	2019-12-10	7100.0	2019-12-10
CM532			12-10-19_R1_N002_C	12-10-19:R1:N002:C	2019-12-10	R1	2019-12-10_R1_N002	C	17000.0	2019-12-10	14000.0	2019-12-10	100.0	2019-12-10	7100.0	2019-12-10
CM533			12-10-19_R1_N002_D	12-10-19:R1:N002:D	2019-12-10	R1	2019-12-10_R1_N002	D	17000.0	2019-12-10	14000.0	2019-12-10	100.0	2019-12-10	7100.0	2019-12-10
CM534			12-10-19_R1_N003_A	12-10-19:R1:N003:A	2019-12-10	R1	2019-12-10_R1_N003	A	17000.0	2019-12-10	14000.0	2019-12-10	100.0	2019-12-10	7100.0	2019-12-10
CM535			12-10-19_R1_N003_B	12-10-19:R1:N003:B	2019-12-10	R1	2019-12-10_R1_N003	B	17000.0	2019-12-10	14000.0	2019-12-10	100.0	2019-12-10	7100.0	2019-12-10
CM536			12-10-19_R1_N003_C	12-10-19:R1:N003:C	2019-12-10	R1	2019-12-10_R1_N003	C	17000.0	2019-12-10	14000.0	2019-12-10	100.0	2019-12-10	7100.0	2019-12-10
CM537			12-10-19_R1_N003_D	12-10-19:R1:N003:D	2019-12-10	R1	2019-12-10_R1_N003	D	17000.0	2019-12-10	14000.0	2019-12-10	100.0	2019-12-10	7100.0	2019-12-10
CM538			12-10-19_R1_N004_A	12-10-19:R1:N004:A	2019-12-10	R1	2019-12-10_R1_N004	A	17000.0	2019-12-10	14000.0	2019-12-10	100.0	2019-12-10	7100.0	2019-12-10
CM539			12-10-19_R1_N004_B	12-10-19:R1:N004:B	2019-12-10	R1	2019-12-10_R1_N004	B	17000.0	2019-12-10	14000.0	2019-12-10	100.0	2019-12-10	7100.0	2019-12-10
CM540			12-10-19_R1_N004_C	12-10-19:R1:N004:C	2019-12-10	R1	2019-12-10_R1_N004	C	17000.0	2019-12-10	14000.0	2019-12-10	100.0	2019-12-10	7100.0	2019-12-10
CM541			12-10-19_R1_N004_D	12-10-19:R1:N004:D	2019-12-10	R1	2019-12-10_R1_N004	D	17000.0	2019-12-10	14000.0	2019-12-10	100.0	2019-12-10	7100.0	2019-12-10
CM542			12-10-19_R1_N005_A	12-10-19:R1:N005:A	2019-12-10	R1	2019-12-10_R1_N005	A	17000.0	2019-12-10	14000.0	2019-12-10	100.0	2019-12-10	7100.0	2019-12-10
CM543			12-10-19_R1_N005_B	12-10-19:R1:N005:B	2019-12-10	R1	2019-12-10_R1_N005	B	17000.0	2019-12-10	14000.0	2019-12-10	100.0	2019-12-10	7100.0	2019-12-10
CM544			12-10-19_R1_N005_C	12-10-19:R1:N005:C	2019-12-10	R1	2019-12-10_R1_N005	C	17000.0	2019-12-10	14000.0	2019-12-10	100.0	2019-12-10	7100.0	2019-12-10
CM545			12-10-19_R1_N005_D	12-10-19:R1:N005:D	2019-12-10	R1	2019-12-10_R1_N005	D	17000.0	2019-12-10	14000.0	2019-12-10	100.0	2019-12-10	7100.0	2019-12-10
CM546			12-10-19_R1_N006_A	12-10-19:R1:N006:A	2019-12-10	R1	2019-12-10_R1_N006	A	17000.0	2019-12-10	14000.0	2019-12-10	100.0	2019-12-10	7100.0	2019-12-10
CM547			12-10-19_R1_N006_B	12-10-19:R1:N006:B	2019-12-10	R1	2019-12-10_R1_N006	B	17000.0	2019-12-10	14000.0	2019-12-10	100.0	2019-12-10	7100.0	2019-12-10
CM548			12-10-19_R1_N006_C	12-10-19:R1:N006:C	2019-12-10	R1	2019-12-10_R1_N006	C	17000.0	2019-12-10	14000.0	2019-12-10	100.0	2019-12-10	7100.0	2019-12-10
CM549			12-10-19_R1_N006_D	12-10-19:R1:N006:D	2019-12-10	R1	2019-12-10_R1_N006	D	17000.0	2019-12-10	14000.0	2019-12-10	100.0	2019-12-10	7100.0	2019-12-10
CM550			12-10-19_R2_N001_A	12-10-19:R2:N001:A	2019-12-10	R2	2019-12-10_R2_N001	A	17000.0	2019-12-10	14000.0	2019-12-10	100.0	2019-12-10	7100.0	2019-12-10
CM551			12-10-19_R2_N001_B	12-10-19:R2:N001:B	2019-12-10	R2	2019-12-10_R2_N001	B	17000.0	2019-12-10	14000.0	2019-12-10	100.0	2019-12-10	7100.0	2019-12-10
CM552			12-10-19_R2_N001_C	12-10-19:R2:N001:C	2019-12-10	R2	2019-12-10_R2_N001	C	17000.0	2019-12-10	14000.0	2019-12-10	100.0	2019-12-10	7100.0	2019-12-10
CM553			12-10-19_R2_N001_D	12-10-19:R2:N001:D	2019-12-10	R2	2019-12-10_R2_N001	D	17000.0	2019-12-10	14000.0	2019-12-10	100.0	2019-12-10	7100.0	2019-12-10
CM554			12-10-19_R2_N002_A	12-10-19:R2:N002:A	2019-12-10	R2	2019-12-10_R2_N002	A	17000.0	2019-12-10	14000.0	2019-12-10	100.0	2019-12-10	7100.0	2019-12-10
CM555			12-10-19_R2_N002_B	12-10-19:R2:N002:B	2019-12-10	R2	2019-12-10_R2_N002	B	17000.0	2019-12-10	14000.0	2019-12-10	100.0	2019-12-10	7100.0	2019-12-10
CM556			12-10-19_R2_N002_C	12-10-19:R2:N002:C	2019-12-10	R2	2019-12-10_R2_N002	C	17000.0	2019-12-10	14000.0	2019-12-10	100.0	2019-12-10	7100.0	2019-12-10
CM557			12-10-19_R2_N002_D	12-10-19:R2:N002:D	2019-12-10	R2	2019-12-10_R2_N002	D	17000.0	2019-12-10	14000.0	2019-12-10	100.0	2019-12-10	7100.0	2019-12-10
CM558			12-10-19_R2_N003_A	12-10-19:R2:N003:A	2019-12-10	R2	2019-12-10_R2_N003	A	17000.0	2019-12-10	14000.0	2019-12-10	100.0	2019-12-10	7100.0	2019-12-10
CM559			12-10-19_R2_N003_C	12-10-19:R2:N003:C	2019-12-10	R2	2019-12-10_R2_N003	C	17000.0	2019-12-10	14000.0	2019-12-10	100.0	2019-12-10	7100.0	2019-12-10
